2026-05-06 15:39:14.626200,video,tvmonitor,0.93,396,64,479,211
2026-05-06 15:39:14.626200,video,pottedplant,0.41,177,94,265,131
2026-05-06 15:39:14.626200,video,chair,0.32,155,185,206,235
2026-05-06 15:39:14.626200,video,pottedplant,0.31,202,94,266,130
2026-05-06 15:39:14.626200,video,diningtable,0.26,0,242,264,320
2026-05-06 15:39:15.072389,video,tvmonitor,0.81,358,64,480,208
2026-05-06 15:39:15.072389,video,diningtable,0.41,0,208,227,320
2026-05-06 15:39:15.072389,video,pottedplant,0.26,148,94,231,135
2026-05-06 15:39:15.501192,video,tvmonitor,0.89,318,40,480,218
2026-05-06 15:39:15.501192,video,diningtable,0.4,0,232,183,320
2026-05-06 15:39:15.929959,video,tvmonitor,0.85,289,14,479,220
2026-05-06 15:39:15.929959,video,tvmonitor,0.38,53,186,102,240
2026-05-06 15:39:16.355005,video,tvmonitor,0.89,259,0,480,217
2026-05-06 15:39:16.355005,video,pottedplant,0.25,44,97,134,152
